Zelfgemaakt profiel,,Geo-floor,,air-floor,,water-floor
0.8,,0.593027704,,0.7129647,,0.71805798
0.8,,0.594965703,,0.714738244,,0.71805798
0.8,,0.594965703,,0.714738244,,0.71805798
0.8,,0.594965703,,0.714738244,,0.71805798
0.8,,0.594965703,,0.714738244,,0.71805798
0.8,,0.594965703,,0.714738244,,0.71805798
0.8,,0.594965703,,0.714738244,,0.71805798
0.8,,0.594965703,,0.714738244,,0.71805798
0.8,,0.594965703,,0.714738244,,0.71805798
0.8,,0.596903702,,0.714738244,,0.71805798
0.8,,0.596903702,,0.714738244,,0.71805798
0.8,,0.596903702,,0.714738244,,0.71805798
0.8,,0.596903702,,0.714738244,,0.71805798
0.8,,0.6007797,,0.716511788,,0.71805798
0.8,,0.6007797,,0.716511788,,0.71805798
0.8,,0.6007797,,0.716511788,,0.71805798
0.8,,0.6007797,,0.716511788,,0.71805798
0.8,,0.6007797,,0.714738244,,0.71479408
0.8,,0.6007797,,0.714738244,,0.71479408
0.8,,0.6007797,,0.714738244,,0.71479408
0.8,,0.6007797,,0.714738244,,0.71479408
0.8,,0.598841701,,0.7129647,,0.71153018
0.8,,0.598841701,,0.7129647,,0.71153018
0.8,,0.598841701,,0.7129647,,0.71153018
0.8,,0.598841701,,0.7129647,,0.71153018
0.8,,0.6007797,,0.714738244,,0.71153018
0.8,,0.6007797,,0.714738244,,0.71153018
0.8,,0.6007797,,0.714738244,,0.71153018
0.8,,0.6007797,,0.714738244,,0.71153018
0.8,,0.602717699,,0.714738244,,0.71153018
0.8,,0.602717699,,0.714738244,,0.71153018
0.8,,0.602717699,,0.714738244,,0.71153018
0.8,,0.602717699,,0.714738244,,0.71153018
0.8,,0.604655698,,0.714738244,,0.70826628
0.8,,0.604655698,,0.714738244,,0.70826628
0.8,,0.604655698,,0.714738244,,0.70826628
0.8,,0.604655698,,0.714738244,,0.70826628
0.8,,0.608531697,,0.716511788,,0.70826628
0.8,,0.608531697,,0.716511788,,0.70826628
0.8,,0.608531697,,0.716511788,,0.70826628
0.8,,0.608531697,,0.716511788,,0.70826628
0.8,,0.614345694,,0.72183242,,0.71153018
0.8,,0.614345694,,0.72183242,,0.71153018
0.8,,0.614345694,,0.72183242,,0.71153018
0.8,,0.614345694,,0.72183242,,0.71153018
0.8,,0.625973688,,0.728926596,,0.71479408
0.8,,0.625973688,,0.728926596,,0.71479408
0.8,,0.625973688,,0.728926596,,0.71479408
0.8,,0.625973688,,0.728926596,,0.71479408
0.8,,0.64147768,,0.73956786,,0.721321879
0.8,,0.64147768,,0.73956786,,0.721321879
0.8,,0.64147768,,0.73956786,,0.721321879
0.8,,0.64147768,,0.73956786,,0.721321879
0.8,,0.66085767,,0.753756212,,0.727849679
0.8,,0.66085767,,0.753756212,,0.727849679
0.8,,0.66085767,,0.753756212,,0.727849679
0.8,,0.66085767,,0.753756212,,0.727849679
0.8,,0.68217566,,0.771491653,,0.740905279
0.8,,0.68217566,,0.771491653,,0.740905279
0.8,,0.68217566,,0.771491653,,0.740905279
0.8,,0.68217566,,0.771491653,,0.740905279
0.8,,0.697679652,,0.783906461,,0.753960879
0.8,,0.697679652,,0.783906461,,0.753960879
0.8,,0.697679652,,0.783906461,,0.753960879
0.8,,0.697679652,,0.783906461,,0.753960879
0.8,,0.709307646,,0.794547725,,0.763752578
0.8,,0.709307646,,0.794547725,,0.763752578
0.8,,0.709307646,,0.794547725,,0.763752578
0.8,,0.709307646,,0.794547725,,0.763752578
0.8,,0.718997641,,0.801641901,,0.770280378
0.8,,0.718997641,,0.801641901,,0.770280378
0.8,,0.718997641,,0.801641901,,0.770280378
0.8,,0.718997641,,0.801641901,,0.770280378
0.8,,0.724811639,,0.806962533,,0.773544278
0.8,,0.724811639,,0.806962533,,0.773544278
0.8,,0.724811639,,0.806962533,,0.773544278
0.8,,0.724811639,,0.806962533,,0.773544278
0.8,,0.734501634,,0.814056709,,0.776808178
0.8,,0.734501634,,0.814056709,,0.776808178
0.8,,0.734501634,,0.814056709,,0.776808178
0.8,,0.734501634,,0.814056709,,0.776808178
0.8,,0.746129628,,0.82292443,,0.783335978
0.8,,0.746129628,,0.82292443,,0.783335978
0.8,,0.746129628,,0.82292443,,0.783335978
0.8,,0.746129628,,0.82292443,,0.783335978
0.8,,0.76163362,,0.833565694,,0.789863778
0.8,,0.76163362,,0.833565694,,0.789863778
0.8,,0.76163362,,0.833565694,,0.789863778
0.8,,0.76163362,,0.833565694,,0.789863778
0.8,,0.779075612,,0.847754046,,0.799655477
0.8,,0.779075612,,0.847754046,,0.799655477
0.8,,0.779075612,,0.847754046,,0.799655477
0.8,,0.779075612,,0.847754046,,0.799655477
0.8,,0.786827608,,0.851301134,,0.799655477
0.8,,0.786827608,,0.851301134,,0.799655477
0.8,,0.786827608,,0.851301134,,0.799655477
0.8,,0.786827608,,0.851301134,,0.799655477
0.8,,0.8023316,,0.861942398,,0.806183277
0.8,,0.8023316,,0.861942398,,0.806183277
0.8,,0.8023316,,0.861942398,,0.806183277
0.8,,0.8023316,,0.861942398,,0.806183277
0.8,,0.812021595,,0.870810118,,0.812711077
0.8,,0.812021595,,0.870810118,,0.812711077
0.8,,0.812021595,,0.870810118,,0.812711077
0.8,,0.812021595,,0.870810118,,0.812711077
0.8,,0.82171159,,0.877904294,,0.819238877
0.8,,0.82171159,,0.877904294,,0.819238877
0.8,,0.82171159,,0.877904294,,0.819238877
0.8,,0.82171159,,0.877904294,,0.819238877
0.8,,0.831401585,,0.884998471,,0.825766676
0.8,,0.831401585,,0.884998471,,0.825766676
0.8,,0.831401585,,0.884998471,,0.825766676
0.8,,0.831401585,,0.884998471,,0.825766676
0.8,,0.839153582,,0.892092647,,0.832294476
0.8,,0.839153582,,0.892092647,,0.832294476
0.8,,0.839153582,,0.892092647,,0.832294476
0.8,,0.839153582,,0.892092647,,0.832294476
0.8,,0.844967579,,0.897413279,,0.838822276
0.8,,0.844967579,,0.897413279,,0.838822276
0.8,,0.844967579,,0.897413279,,0.838822276
0.8,,0.844967579,,0.897413279,,0.838822276
0.8,,0.844967579,,0.899186823,,0.838822276
0.8,,0.844967579,,0.899186823,,0.838822276
0.8,,0.844967579,,0.899186823,,0.838822276
0.8,,0.844967579,,0.899186823,,0.838822276
0.8,,0.848843577,,0.900960367,,0.842086176
0.8,,0.848843577,,0.900960367,,0.842086176
0.8,,0.848843577,,0.900960367,,0.842086176
0.8,,0.848843577,,0.900960367,,0.842086176
0.8,,0.848843577,,0.900960367,,0.838822276
0.8,,0.848843577,,0.900960367,,0.838822276
0.8,,0.848843577,,0.900960367,,0.838822276
0.8,,0.848843577,,0.900960367,,0.838822276
0.8,,0.84302958,,0.895639735,,0.835558376
0.8,,0.84302958,,0.895639735,,0.835558376
0.8,,0.84302958,,0.895639735,,0.835558376
0.8,,0.84302958,,0.895639735,,0.835558376
0.8,,0.844967579,,0.895639735,,0.832294476
0.8,,0.844967579,,0.895639735,,0.832294476
0.8,,0.844967579,,0.895639735,,0.832294476
0.8,,0.844967579,,0.895639735,,0.832294476
0.8,,0.856595573,,0.902733911,,0.835558376
0.8,,0.856595573,,0.902733911,,0.835558376
0.8,,0.856595573,,0.902733911,,0.835558376
0.8,,0.856595573,,0.902733911,,0.835558376
0.8,,0.866285568,,0.911601631,,0.842086176
0.8,,0.866285568,,0.911601631,,0.842086176
0.8,,0.866285568,,0.911601631,,0.842086176
0.8,,0.866285568,,0.911601631,,0.842086176
0.8,,0.874037564,,0.916922263,,0.848613976
0.8,,0.874037564,,0.916922263,,0.848613976
0.8,,0.874037564,,0.916922263,,0.848613976
0.8,,0.874037564,,0.916922263,,0.848613976
0.8,,0.877913562,,0.922242895,,0.855141776
0.8,,0.877913562,,0.922242895,,0.855141776
0.8,,0.877913562,,0.922242895,,0.855141776
0.8,,0.877913562,,0.922242895,,0.855141776
0.8,,0.88178956,,0.925789983,,0.858405676
0.8,,0.88178956,,0.925789983,,0.858405676
0.8,,0.88178956,,0.925789983,,0.858405676
0.8,,0.88178956,,0.925789983,,0.858405676
0.8,,0.875975563,,0.924016439,,0.861669575
0.8,,0.875975563,,0.924016439,,0.861669575
0.8,,0.875975563,,0.924016439,,0.861669575
0.8,,0.875975563,,0.924016439,,0.861669575
0.8,,0.866285568,,0.916922263,,0.858405676
0.8,,0.866285568,,0.916922263,,0.858405676
0.8,,0.866285568,,0.916922263,,0.858405676
0.8,,0.866285568,,0.916922263,,0.858405676
0.8,,0.848843577,,0.908054543,,0.855141776
0.8,,0.848843577,,0.908054543,,0.855141776
0.8,,0.848843577,,0.908054543,,0.855141776
0.8,,0.848843577,,0.908054543,,0.855141776
0.8,,0.825587588,,0.892092647,,0.845350076
0.8,,0.825587588,,0.892092647,,0.845350076
0.8,,0.825587588,,0.892092647,,0.845350076
0.8,,0.825587588,,0.892092647,,0.845350076
0.8,,0.800393601,,0.874357206,,0.835558376
0.8,,0.800393601,,0.874357206,,0.835558376
0.8,,0.800393601,,0.874357206,,0.835558376
0.8,,0.800393601,,0.874357206,,0.835558376
0.8,,0.78295161,,0.863715942,,0.829030576
0.8,,0.78295161,,0.863715942,,0.829030576
0.8,,0.78295161,,0.863715942,,0.829030576
0.8,,0.78295161,,0.863715942,,0.829030576
0.8,,0.767447617,,0.853074678,,0.822502777
0.8,,0.767447617,,0.853074678,,0.822502777
0.8,,0.767447617,,0.853074678,,0.822502777
0.8,,0.767447617,,0.853074678,,0.822502777
0.8,,0.748067627,,0.838886326,,0.815974977
0.8,,0.748067627,,0.838886326,,0.815974977
0.8,,0.748067627,,0.838886326,,0.815974977
0.8,,0.748067627,,0.838886326,,0.815974977
0.8,,0.728687637,,0.824697974,,0.806183277
0.8,,0.728687637,,0.824697974,,0.806183277
0.8,,0.728687637,,0.824697974,,0.806183277
0.8,,0.728687637,,0.824697974,,0.806183277
0.8,,0.715121643,,0.815830253,,0.799655477
0.8,,0.715121643,,0.815830253,,0.799655477
0.8,,0.715121643,,0.815830253,,0.799655477
0.8,,0.715121643,,0.815830253,,0.799655477
0.8,,0.709307646,,0.812283165,,0.799655477
0.8,,0.709307646,,0.812283165,,0.799655477
0.8,,0.709307646,,0.812283165,,0.799655477
0.8,,0.709307646,,0.812283165,,0.799655477
0.8,,0.703493649,,0.806962533,,0.796391577
0.8,,0.703493649,,0.806962533,,0.796391577
0.8,,0.703493649,,0.806962533,,0.796391577
0.8,,0.703493649,,0.806962533,,0.796391577
0.8,,0.689927656,,0.794547725,,0.786599878
0.8,,0.689927656,,0.794547725,,0.786599878
0.8,,0.689927656,,0.794547725,,0.786599878
0.8,,0.689927656,,0.794547725,,0.786599878
0.8,,0.693803654,,0.796321269,,0.783335978
0.8,,0.693803654,,0.796321269,,0.783335978
0.8,,0.693803654,,0.796321269,,0.783335978
0.8,,0.693803654,,0.796321269,,0.783335978
0.8,,0.689927656,,0.792774181,,0.780072078
0.8,,0.689927656,,0.792774181,,0.780072078
0.8,,0.689927656,,0.792774181,,0.780072078
0.8,,0.689927656,,0.792774181,,0.780072078
0.8,,0.684113659,,0.787453549,,0.776808178
0.8,,0.684113659,,0.787453549,,0.776808178
0.8,,0.684113659,,0.787453549,,0.776808178
0.8,,0.684113659,,0.787453549,,0.776808178
0.8,,0.678299662,,0.782132917,,0.770280378
0.8,,0.678299662,,0.782132917,,0.770280378
0.8,,0.678299662,,0.782132917,,0.770280378
0.8,,0.678299662,,0.782132917,,0.770280378
0.8,,0.684113659,,0.787453549,,0.773544278
0.8,,0.684113659,,0.787453549,,0.773544278
0.8,,0.684113659,,0.787453549,,0.773544278
0.8,,0.684113659,,0.787453549,,0.773544278
0.8,,0.691865655,,0.791000637,,0.773544278
0.8,,0.691865655,,0.791000637,,0.773544278
0.8,,0.691865655,,0.791000637,,0.773544278
0.8,,0.691865655,,0.791000637,,0.773544278
0.8,,0.720935641,,0.812283165,,0.786599878
0.8,,0.720935641,,0.812283165,,0.786599878
0.8,,0.720935641,,0.812283165,,0.786599878
0.8,,0.720935641,,0.812283165,,0.786599878
0.8,,0.751943625,,0.833565694,,0.799655477
0.8,,0.751943625,,0.833565694,,0.799655477
0.8,,0.751943625,,0.833565694,,0.799655477
0.8,,0.751943625,,0.833565694,,0.799655477
0.8,,0.781013611,,0.854848222,,0.812711077
0.8,,0.781013611,,0.854848222,,0.812711077
0.8,,0.781013611,,0.854848222,,0.812711077
0.8,,0.781013611,,0.854848222,,0.812711077
0.8,,0.794579604,,0.863715942,,0.819238877
0.8,,0.794579604,,0.863715942,,0.819238877
0.8,,0.794579604,,0.863715942,,0.819238877
0.8,,0.794579604,,0.863715942,,0.819238877
0.8,,0.800393601,,0.870810118,,0.825766676
0.8,,0.800393601,,0.870810118,,0.825766676
0.8,,0.800393601,,0.870810118,,0.825766676
0.8,,0.800393601,,0.870810118,,0.825766676
0.8,,0.798455602,,0.869036574,,0.825766676
0.8,,0.798455602,,0.869036574,,0.825766676
0.8,,0.798455602,,0.869036574,,0.825766676
0.8,,0.798455602,,0.869036574,,0.825766676
0.8,,0.790703606,,0.863715942,,0.822502777
0.8,,0.790703606,,0.863715942,,0.822502777
0.8,,0.790703606,,0.863715942,,0.822502777
0.8,,0.790703606,,0.863715942,,0.822502777
0.8,,0.78295161,,0.85839531,,0.819238877
0.8,,0.78295161,,0.85839531,,0.819238877
0.8,,0.78295161,,0.85839531,,0.819238877
0.8,,0.78295161,,0.85839531,,0.819238877
0.8,,0.779075612,,0.854848222,,0.815974977
0.8,,0.779075612,,0.854848222,,0.815974977
0.8,,0.779075612,,0.854848222,,0.815974977
0.8,,0.779075612,,0.854848222,,0.815974977
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.781013611,,0.85839531,,0.822502777
0.8,,0.781013611,,0.85839531,,0.822502777
0.8,,0.781013611,,0.85839531,,0.822502777
0.8,,0.781013611,,0.85839531,,0.822502777
0.8,,0.779075612,,0.856621766,,0.822502777
0.8,,0.779075612,,0.856621766,,0.822502777
0.8,,0.779075612,,0.856621766,,0.822502777
0.8,,0.779075612,,0.856621766,,0.822502777
0.8,,0.773261614,,0.853074678,,0.819238877
0.8,,0.773261614,,0.853074678,,0.819238877
0.8,,0.773261614,,0.853074678,,0.819238877
0.8,,0.773261614,,0.853074678,,0.819238877
0.8,,0.773261614,,0.854848222,,0.822502777
0.8,,0.773261614,,0.854848222,,0.822502777
0.8,,0.773261614,,0.854848222,,0.822502777
0.8,,0.773261614,,0.854848222,,0.822502777
0.8,,0.767447617,,0.851301134,,0.819238877
0.8,,0.767447617,,0.851301134,,0.819238877
0.8,,0.767447617,,0.851301134,,0.819238877
0.8,,0.767447617,,0.851301134,,0.819238877
0.8,,0.763571619,,0.847754046,,0.819238877
0.8,,0.763571619,,0.847754046,,0.819238877
0.8,,0.763571619,,0.847754046,,0.819238877
0.8,,0.763571619,,0.847754046,,0.819238877
0.8,,0.765509618,,0.851301134,,0.822502777
0.8,,0.765509618,,0.851301134,,0.822502777
0.8,,0.765509618,,0.851301134,,0.822502777
0.8,,0.765509618,,0.851301134,,0.822502777
0.8,,0.759695621,,0.847754046,,0.822502777
0.8,,0.759695621,,0.847754046,,0.822502777
0.8,,0.759695621,,0.847754046,,0.822502777
0.8,,0.759695621,,0.847754046,,0.822502777
0.8,,0.755819623,,0.845980502,,0.822502777
0.8,,0.755819623,,0.845980502,,0.822502777
0.8,,0.755819623,,0.845980502,,0.822502777
0.8,,0.755819623,,0.845980502,,0.822502777
0.8,,0.751943625,,0.844206958,,0.822502777
0.8,,0.751943625,,0.844206958,,0.822502777
0.8,,0.751943625,,0.844206958,,0.822502777
0.8,,0.751943625,,0.844206958,,0.822502777
0.8,,0.751943625,,0.842433414,,0.822502777
0.8,,0.751943625,,0.842433414,,0.822502777
0.8,,0.751943625,,0.842433414,,0.822502777
0.8,,0.751943625,,0.842433414,,0.822502777
0.8,,0.746129628,,0.835339238,,0.809447177
0.8,,0.746129628,,0.835339238,,0.809447177
0.8,,0.746129628,,0.835339238,,0.809447177
0.8,,0.746129628,,0.835339238,,0.809447177
0.8,,0.765509618,,0.845980502,,0.812711077
0.8,,0.765509618,,0.845980502,,0.812711077
0.8,,0.765509618,,0.845980502,,0.812711077
0.8,,0.765509618,,0.845980502,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.775199613,,0.851301134,,0.812711077
0.8,,0.788765607,,0.861942398,,0.819238877
0.8,,0.788765607,,0.861942398,,0.819238877
0.8,,0.788765607,,0.861942398,,0.819238877
0.8,,0.788765607,,0.861942398,,0.819238877
0.8,,0.798455602,,0.869036574,,0.822502777
0.8,,0.798455602,,0.869036574,,0.822502777
0.8,,0.798455602,,0.869036574,,0.822502777
0.8,,0.798455602,,0.869036574,,0.822502777
0.8,,0.800393601,,0.870810118,,0.825766676
0.8,,0.800393601,,0.870810118,,0.825766676
0.8,,0.800393601,,0.870810118,,0.825766676
0.8,,0.800393601,,0.870810118,,0.825766676
0.8,,0.800393601,,0.870810118,,0.829030576
0.8,,0.800393601,,0.870810118,,0.829030576
0.8,,0.800393601,,0.870810118,,0.829030576
0.8,,0.800393601,,0.870810118,,0.829030576
0.8,,0.796517603,,0.872583662,,0.835558376
0.8,,0.796517603,,0.872583662,,0.835558376
0.8,,0.796517603,,0.872583662,,0.835558376
0.8,,0.796517603,,0.872583662,,0.835558376
0.8,,0.790703606,,0.86726303,,0.829030576
0.8,,0.790703606,,0.86726303,,0.829030576
0.8,,0.790703606,,0.86726303,,0.829030576
0.8,,0.790703606,,0.86726303,,0.829030576
0.8,,0.788765607,,0.863715942,,0.825766676
0.8,,0.788765607,,0.863715942,,0.825766676
0.8,,0.788765607,,0.863715942,,0.825766676
0.8,,0.788765607,,0.863715942,,0.825766676
0.8,,0.788765607,,0.865489486,,0.829030576
0.8,,0.788765607,,0.865489486,,0.829030576
0.8,,0.788765607,,0.865489486,,0.829030576
0.8,,0.788765607,,0.865489486,,0.829030576
0.8,,0.786827608,,0.863715942,,0.825766676
0.8,,0.786827608,,0.863715942,,0.825766676
0.8,,0.786827608,,0.863715942,,0.825766676
0.8,,0.786827608,,0.863715942,,0.825766676
0.8,,0.784889609,,0.861942398,,0.825766676
0.8,,0.784889609,,0.861942398,,0.825766676
0.8,,0.784889609,,0.861942398,,0.825766676
0.8,,0.784889609,,0.861942398,,0.825766676
0.8,,0.779075612,,0.85839531,,0.822502777
0.8,,0.779075612,,0.85839531,,0.822502777
0.8,,0.779075612,,0.85839531,,0.822502777
0.8,,0.779075612,,0.85839531,,0.822502777
0.8,,0.775199613,,0.854848222,,0.822502777
0.8,,0.775199613,,0.854848222,,0.822502777
0.8,,0.775199613,,0.854848222,,0.822502777
0.8,,0.775199613,,0.854848222,,0.822502777
0.8,,0.771323615,,0.853074678,,0.822502777
0.8,,0.771323615,,0.853074678,,0.822502777
0.8,,0.771323615,,0.853074678,,0.822502777
0.8,,0.771323615,,0.853074678,,0.822502777
0.8,,0.765509618,,0.84952759,,0.819238877
0.8,,0.765509618,,0.84952759,,0.819238877
0.8,,0.765509618,,0.84952759,,0.819238877
0.8,,0.765509618,,0.84952759,,0.819238877
0.8,,0.759695621,,0.844206958,,0.815974977
0.8,,0.759695621,,0.844206958,,0.815974977
0.8,,0.759695621,,0.844206958,,0.815974977
0.8,,0.759695621,,0.844206958,,0.815974977
0.8,,0.753881624,,0.84065987,,0.812711077
0.8,,0.753881624,,0.84065987,,0.812711077
0.8,,0.753881624,,0.84065987,,0.812711077
0.8,,0.753881624,,0.84065987,,0.812711077
0.8,,0.74225363,,0.83179215,,0.806183277
0.8,,0.74225363,,0.83179215,,0.806183277
0.8,,0.74225363,,0.83179215,,0.806183277
0.8,,0.74225363,,0.83179215,,0.806183277
0.8,,0.732563635,,0.824697974,,0.802919377
0.8,,0.732563635,,0.824697974,,0.802919377
0.8,,0.732563635,,0.824697974,,0.802919377
0.8,,0.732563635,,0.824697974,,0.802919377
0.8,,0.718997641,,0.814056709,,0.796391577
0.8,,0.718997641,,0.814056709,,0.796391577
0.8,,0.718997641,,0.814056709,,0.796391577
0.8,,0.718997641,,0.814056709,,0.796391577
0.8,,0.705431648,,0.805188989,,0.793127677
0.8,,0.705431648,,0.805188989,,0.793127677
0.8,,0.705431648,,0.805188989,,0.793127677
0.8,,0.705431648,,0.805188989,,0.793127677
0.8,,0.686051658,,0.791000637,,0.780072078
0.8,,0.686051658,,0.791000637,,0.780072078
0.8,,0.686051658,,0.791000637,,0.780072078
0.8,,0.686051658,,0.791000637,,0.780072078
0.8,,0.684113659,,0.787453549,,0.776808178
0.8,,0.684113659,,0.787453549,,0.776808178
0.8,,0.684113659,,0.787453549,,0.776808178
0.8,,0.684113659,,0.787453549,,0.776808178
0.8,,0.707369647,,0.801641901,,0.783335978
0.8,,0.707369647,,0.801641901,,0.783335978
0.8,,0.707369647,,0.801641901,,0.783335978
0.8,,0.707369647,,0.801641901,,0.783335978
0.8,,0.738377632,,0.82292443,,0.793127677
0.8,,0.738377632,,0.82292443,,0.793127677
0.8,,0.738377632,,0.82292443,,0.793127677
0.8,,0.738377632,,0.82292443,,0.793127677
0.8,,0.773261614,,0.847754046,,0.809447177
0.8,,0.773261614,,0.847754046,,0.809447177
0.8,,0.773261614,,0.847754046,,0.809447177
0.8,,0.773261614,,0.847754046,,0.809447177
0.8,,0.800393601,,0.869036574,,0.822502777
0.8,,0.800393601,,0.869036574,,0.822502777
0.8,,0.800393601,,0.869036574,,0.822502777
0.8,,0.800393601,,0.869036574,,0.822502777
0.8,,0.823649589,,0.886772015,,0.838822276
0.8,,0.823649589,,0.886772015,,0.838822276
0.8,,0.823649589,,0.886772015,,0.838822276
0.8,,0.823649589,,0.886772015,,0.838822276
0.8,,0.823649589,,0.888545559,,0.842086176
0.8,,0.823649589,,0.888545559,,0.842086176
0.8,,0.823649589,,0.888545559,,0.842086176
0.8,,0.823649589,,0.888545559,,0.842086176
0.8,,0.781013611,,0.85839531,,0.825766676
0.8,,0.781013611,,0.85839531,,0.825766676
0.8,,0.781013611,,0.85839531,,0.825766676
0.8,,0.781013611,,0.85839531,,0.825766676
0.8,,0.736439633,,0.824697974,,0.799655477
0.8,,0.736439633,,0.824697974,,0.799655477
0.8,,0.736439633,,0.824697974,,0.799655477
0.8,,0.736439633,,0.824697974,,0.799655477
0.8,,0.720935641,,0.812283165,,0.789863778
0.8,,0.720935641,,0.812283165,,0.789863778
0.8,,0.720935641,,0.812283165,,0.789863778
0.8,,0.720935641,,0.812283165,,0.789863778
0.8,,0.705431648,,0.799868357,,0.780072078
0.8,,0.705431648,,0.799868357,,0.780072078
0.8,,0.705431648,,0.799868357,,0.780072078
0.8,,0.705431648,,0.799868357,,0.780072078
0.8,,0.707369647,,0.801641901,,0.780072078
