ruimteverwarming,sanitair warm water,elektriciteit,,,totaal,bron
1.16E-05,0.000107623,2.65E-05,,,,
1.02E-05,5.56E-05,2.64E-05,,,,
1.02E-05,5.56E-05,2.66E-05,,,,
1.02E-05,5.56E-05,2.69E-05,,,,
1.02E-05,5.56E-05,0.000026826,,,,
8.49E-06,5.15E-05,2.71E-05,,,,
8.49E-06,5.15E-05,2.83E-05,,,,
8.49E-06,5.15E-05,0.000029428,,,,
8.49E-06,5.15E-05,2.91E-05,,,,
6.65E-06,4.80E-05,2.78E-05,,,,
6.65E-06,4.80E-05,2.72E-05,,,,
6.65E-06,4.80E-05,2.67E-05,,,,
6.65E-06,4.80E-05,2.58E-05,,,,
7.27E-06,4.53E-05,2.57E-05,,,,
7.27E-06,4.53E-05,2.58E-05,,,,
7.27E-06,4.53E-05,0.000025545,,,,
7.27E-06,4.53E-05,2.50E-05,,,,
6.74E-06,4.87E-05,2.42E-05,,,,
6.74E-06,4.87E-05,2.40E-05,,,,
6.74E-06,4.87E-05,2.38E-05,,,,
6.74E-06,4.87E-05,2.40E-05,,,,
6.49E-06,3.50E-05,0.000024112,,,,
6.49E-06,3.50E-05,2.39E-05,,,,
6.49E-06,3.50E-05,2.42E-05,,,,
6.49E-06,3.50E-05,2.45E-05,,,,
7.58E-06,2.61E-05,0.000024938,,,,
7.58E-06,2.61E-05,2.55E-05,,,,
7.58E-06,2.61E-05,2.67E-05,,,,
7.58E-06,2.61E-05,2.82E-05,,,,
8.95E-06,2.27E-05,2.99E-05,,,,
8.95E-06,2.27E-05,3.13E-05,,,,
8.95E-06,2.27E-05,3.26E-05,,,,
8.95E-06,2.27E-05,3.41E-05,,,,
1.05E-05,2.82E-05,3.50E-05,,,,
1.05E-05,2.82E-05,3.55E-05,,,,
1.05E-05,2.82E-05,3.60E-05,,,,
1.05E-05,2.82E-05,3.61E-05,,,,
1.12E-05,2.00E-05,3.62E-05,,,,
1.12E-05,2.00E-05,3.57E-05,,,,
1.12E-05,2.00E-05,3.52E-05,,,,
1.12E-05,2.00E-05,3.52E-05,,,,
1.10E-05,4.19E-05,3.43E-05,,,,
1.10E-05,4.19E-05,3.38E-05,,,,
1.10E-05,4.19E-05,3.36E-05,,,,
1.10E-05,4.19E-05,3.35E-05,,,,
9.74E-06,2.82E-05,3.32E-05,,,,
9.74E-06,2.82E-05,3.26E-05,,,,
9.74E-06,2.82E-05,3.35E-05,,,,
9.74E-06,2.82E-05,3.44E-05,,,,
7.13E-06,9.68E-06,3.22E-05,,,,
7.13E-06,9.68E-06,3.08E-05,,,,
7.13E-06,9.68E-06,3.01E-05,,,,
7.13E-06,9.68E-06,2.91E-05,,,,
5.99E-06,1.24E-05,0.000026935,,,,
5.99E-06,1.24E-05,2.53E-05,,,,
5.99E-06,1.24E-05,2.41E-05,,,,
5.99E-06,1.24E-05,2.26E-05,,,,
5.38E-06,6.25E-06,2.29E-05,,,,
5.38E-06,6.25E-06,2.17E-05,,,,
5.38E-06,6.25E-06,2.12E-05,,,,
5.38E-06,6.25E-06,0.000020244,,,,
5.08E-06,2.83E-06,1.92E-05,,,,
5.08E-06,2.83E-06,0.000019072,,,,
5.08E-06,2.83E-06,1.91E-05,,,,
5.08E-06,2.83E-06,1.90E-05,,,,
5.16E-06,2.14E-06,1.89E-05,,,,
5.16E-06,2.14E-06,1.87E-05,,,,
5.16E-06,2.14E-06,1.86E-05,,,,
5.16E-06,2.14E-06,0.000018365,,,,
5.42E-06,2.14E-06,1.81E-05,,,,
5.42E-06,2.14E-06,1.80E-05,,,,
5.42E-06,2.14E-06,1.76E-05,,,,
5.42E-06,2.14E-06,1.72E-05,,,,
6.76E-06,2.83E-06,1.69E-05,,,,
6.76E-06,2.83E-06,1.66E-05,,,,
6.76E-06,2.83E-06,1.65E-05,,,,
6.76E-06,2.83E-06,1.68E-05,,,,
1.04E-05,4.88E-06,1.71E-05,,,,
1.04E-05,4.88E-06,1.73E-05,,,,
1.04E-05,4.88E-06,1.80E-05,,,,
1.04E-05,4.88E-06,0.000018617,,,,
1.65E-05,6.94E-06,1.94E-05,,,,
1.65E-05,6.94E-06,2.03E-05,,,,
1.65E-05,6.94E-06,2.19E-05,,,,
1.65E-05,6.94E-06,2.28E-05,,,,
1.86E-05,1.24E-05,2.37E-05,,,,
1.86E-05,1.24E-05,2.47E-05,,,,
1.86E-05,1.24E-05,2.58E-05,,,,
1.86E-05,1.24E-05,2.61E-05,,,,
1.43E-05,6.38E-05,2.72E-05,,,,
1.43E-05,6.38E-05,2.77E-05,,,,
1.43E-05,6.38E-05,2.77E-05,,,,
1.43E-05,6.38E-05,2.73E-05,,,,
1.12E-05,0.000107623,2.72E-05,,,,
1.12E-05,0.000107623,2.70E-05,,,,
1.12E-05,0.000107623,2.68E-05,,,,
1.12E-05,0.000107623,0.000026703,,,,
9.88E-06,5.56E-05,2.67E-05,,,,
9.88E-06,5.56E-05,2.69E-05,,,,
9.88E-06,5.56E-05,2.72E-05,,,,
9.88E-06,5.56E-05,2.73E-05,,,,
8.14E-06,5.15E-05,0.000027672,,,,
8.14E-06,5.15E-05,2.88E-05,,,,
8.14E-06,5.15E-05,3.00E-05,,,,
8.14E-06,5.15E-05,3.00E-05,,,,
6.45E-06,4.80E-05,2.91E-05,,,,
6.45E-06,4.80E-05,0.000028873,,,,
6.45E-06,4.80E-05,2.83E-05,,,,
6.45E-06,4.80E-05,2.73E-05,,,,
7.21E-06,4.53E-05,2.72E-05,,,,
7.21E-06,4.53E-05,2.74E-05,,,,
7.21E-06,4.53E-05,2.70E-05,,,,
7.21E-06,4.53E-05,2.64E-05,,,,
6.60E-06,4.87E-05,2.56E-05,,,,
6.60E-06,4.87E-05,2.53E-05,,,,
6.60E-06,4.87E-05,2.50E-05,,,,
6.60E-06,4.87E-05,2.53E-05,,,,
6.32E-06,3.50E-05,2.54E-05,,,,
6.32E-06,3.50E-05,2.53E-05,,,,
6.32E-06,3.50E-05,2.54E-05,,,,
6.32E-06,3.50E-05,2.55E-05,,,,
7.35E-06,2.61E-05,2.57E-05,,,,
7.35E-06,2.61E-05,2.61E-05,,,,
7.35E-06,2.61E-05,2.72E-05,,,,
7.35E-06,2.61E-05,2.84E-05,,,,
8.67E-06,2.27E-05,3.00E-05,,,,
8.67E-06,2.27E-05,3.11E-05,,,,
8.67E-06,2.27E-05,3.23E-05,,,,
8.67E-06,2.27E-05,3.36E-05,,,,
1.01E-05,2.82E-05,3.47E-05,,,,
1.01E-05,2.82E-05,3.53E-05,,,,
1.01E-05,2.82E-05,3.55E-05,,,,
1.01E-05,2.82E-05,3.56E-05,,,,
1.08E-05,2.00E-05,3.58E-05,,,,
1.08E-05,2.00E-05,3.54E-05,,,,
1.08E-05,2.00E-05,3.48E-05,,,,
1.08E-05,2.00E-05,3.50E-05,,,,
1.06E-05,4.19E-05,3.42E-05,,,,
1.06E-05,4.19E-05,3.37E-05,,,,
1.06E-05,4.19E-05,3.35E-05,,,,
1.06E-05,4.19E-05,3.37E-05,,,,
9.43E-06,2.82E-05,0.000033581,,,,
9.43E-06,2.82E-05,3.31E-05,,,,
9.43E-06,2.82E-05,3.37E-05,,,,
9.43E-06,2.82E-05,3.47E-05,,,,
6.96E-06,9.68E-06,3.25E-05,,,,
6.96E-06,9.68E-06,3.10E-05,,,,
6.96E-06,9.68E-06,3.03E-05,,,,
6.96E-06,9.68E-06,2.93E-05,,,,
5.83E-06,1.24E-05,0.000027153,,,,
5.83E-06,1.24E-05,2.55E-05,,,,
5.83E-06,1.24E-05,2.44E-05,,,,
5.83E-06,1.24E-05,2.28E-05,,,,
5.25E-06,6.25E-06,2.31E-05,,,,
5.25E-06,6.25E-06,2.19E-05,,,,
5.25E-06,6.25E-06,2.14E-05,,,,
5.25E-06,6.25E-06,2.05E-05,,,,
4.96E-06,2.83E-06,1.94E-05,,,,
4.96E-06,2.83E-06,1.93E-05,,,,
4.96E-06,2.83E-06,1.92E-05,,,,
4.96E-06,2.83E-06,1.91E-05,,,,
5.05E-06,2.14E-06,1.91E-05,,,,
5.05E-06,2.14E-06,0.000018862,,,,
5.05E-06,2.14E-06,1.87E-05,,,,
5.05E-06,2.14E-06,1.85E-05,,,,
5.29E-06,2.14E-06,1.83E-05,,,,
5.29E-06,2.14E-06,1.81E-05,,,,
5.29E-06,2.14E-06,1.77E-05,,,,
5.29E-06,2.14E-06,1.73E-05,,,,
6.60E-06,2.83E-06,1.70E-05,,,,
6.60E-06,2.83E-06,1.67E-05,,,,
6.60E-06,2.83E-06,1.66E-05,,,,
6.60E-06,2.83E-06,1.69E-05,,,,
1.02E-05,4.88E-06,1.73E-05,,,,
1.02E-05,4.88E-06,1.74E-05,,,,
1.02E-05,4.88E-06,1.82E-05,,,,
1.02E-05,4.88E-06,1.89E-05,,,,
1.60E-05,6.94E-06,0.000019598,,,,
1.60E-05,6.94E-06,2.04E-05,,,,
1.60E-05,6.94E-06,2.21E-05,,,,
1.60E-05,6.94E-06,2.31E-05,,,,
1.80E-05,1.24E-05,2.40E-05,,,,
1.80E-05,1.24E-05,2.50E-05,,,,
1.80E-05,1.24E-05,2.60E-05,,,,
1.80E-05,1.24E-05,2.62E-05,,,,
1.37E-05,6.38E-05,2.72E-05,,,,
1.37E-05,6.38E-05,2.75E-05,,,,
1.37E-05,6.38E-05,2.73E-05,,,,
1.37E-05,6.38E-05,0.00002686,,,,
1.08E-05,0.000107623,2.66E-05,,,,
1.08E-05,0.000107623,2.63E-05,,,,
1.08E-05,0.000107623,2.61E-05,,,,
1.08E-05,0.000107623,2.60E-05,,,,
9.52E-06,5.56E-05,2.58E-05,,,,
9.52E-06,5.56E-05,2.61E-05,,,,
9.52E-06,5.56E-05,2.63E-05,,,,
9.52E-06,5.56E-05,2.64E-05,,,,
7.81E-06,5.15E-05,2.67E-05,,,,
7.81E-06,5.15E-05,2.78E-05,,,,
7.81E-06,5.15E-05,2.89E-05,,,,
7.81E-06,5.15E-05,2.86E-05,,,,
6.43E-06,4.80E-05,2.76E-05,,,,
6.43E-06,4.80E-05,0.000027065,,,,
6.43E-06,4.80E-05,2.65E-05,,,,
6.43E-06,4.80E-05,2.56E-05,,,,
7.10E-06,4.53E-05,2.56E-05,,,,
7.10E-06,4.53E-05,2.58E-05,,,,
7.10E-06,4.53E-05,2.55E-05,,,,
7.10E-06,4.53E-05,2.49E-05,,,,
6.46E-06,4.87E-05,0.000024087,,,,
6.46E-06,4.87E-05,2.38E-05,,,,
6.46E-06,4.87E-05,2.35E-05,,,,
6.46E-06,4.87E-05,2.37E-05,,,,
6.16E-06,3.50E-05,0.00002379,,,,
6.16E-06,3.50E-05,2.37E-05,,,,
6.16E-06,3.50E-05,2.39E-05,,,,
6.16E-06,3.50E-05,2.41E-05,,,,
7.14E-06,2.61E-05,2.45E-05,,,,
7.14E-06,2.61E-05,2.51E-05,,,,
7.14E-06,2.61E-05,2.62E-05,,,,
7.14E-06,2.61E-05,2.76E-05,,,,
8.40E-06,2.27E-05,2.92E-05,,,,
8.40E-06,2.27E-05,3.04E-05,,,,
8.40E-06,2.27E-05,3.17E-05,,,,
8.40E-06,2.27E-05,3.30E-05,,,,
9.80E-06,2.82E-05,3.40E-05,,,,
9.80E-06,2.82E-05,0.000034496,,,,
9.80E-06,2.82E-05,3.49E-05,,,,
9.80E-06,2.82E-05,3.49E-05,,,,
1.05E-05,2.00E-05,3.50E-05,,,,
1.05E-05,2.00E-05,3.47E-05,,,,
1.05E-05,2.00E-05,3.43E-05,,,,
1.05E-05,2.00E-05,3.44E-05,,,,
1.03E-05,4.19E-05,3.36E-05,,,,
1.03E-05,4.19E-05,3.33E-05,,,,
1.03E-05,4.19E-05,3.31E-05,,,,
1.03E-05,4.19E-05,3.30E-05,,,,
9.14E-06,2.82E-05,3.29E-05,,,,
9.14E-06,2.82E-05,3.24E-05,,,,
9.14E-06,2.82E-05,3.27E-05,,,,
9.14E-06,2.82E-05,0.000033963,,,,
6.81E-06,9.68E-06,3.18E-05,,,,
6.81E-06,9.68E-06,3.06E-05,,,,
6.81E-06,9.68E-06,3.00E-05,,,,
6.81E-06,9.68E-06,2.92E-05,,,,
5.68E-06,1.24E-05,2.72E-05,,,,
5.68E-06,1.24E-05,2.55E-05,,,,
5.68E-06,1.24E-05,0.000024397,,,,
5.68E-06,1.24E-05,2.29E-05,,,,
5.12E-06,6.25E-06,2.31E-05,,,,
5.12E-06,6.25E-06,2.20E-05,,,,
5.12E-06,6.25E-06,2.14E-05,,,,
5.12E-06,6.25E-06,2.05E-05,,,,
4.84E-06,2.83E-06,1.95E-05,,,,
4.84E-06,2.83E-06,1.93E-05,,,,
4.84E-06,2.83E-06,1.93E-05,,,,
4.84E-06,2.83E-06,1.92E-05,,,,
4.94E-06,2.14E-06,1.91E-05,,,,
4.94E-06,2.14E-06,1.89E-05,,,,
4.94E-06,2.14E-06,1.88E-05,,,,
4.94E-06,2.14E-06,1.85E-05,,,,
5.17E-06,2.14E-06,1.83E-05,,,,
5.17E-06,2.14E-06,1.82E-05,,,,
5.17E-06,2.14E-06,1.78E-05,,,,
5.17E-06,2.14E-06,1.74E-05,,,,
6.45E-06,2.83E-06,1.71E-05,,,,
6.45E-06,2.83E-06,1.68E-05,,,,
6.45E-06,2.83E-06,1.67E-05,,,,
6.45E-06,2.83E-06,1.69E-05,,,,
9.91E-06,4.88E-06,1.73E-05,,,,
9.91E-06,4.88E-06,1.75E-05,,,,
9.91E-06,4.88E-06,0.000018174,,,,
9.91E-06,4.88E-06,1.87E-05,,,,
1.55E-05,6.94E-06,1.94E-05,,,,
1.55E-05,6.94E-06,2.03E-05,,,,
1.55E-05,6.94E-06,2.19E-05,,,,
1.55E-05,6.94E-06,2.28E-05,,,,
1.75E-05,1.24E-05,2.37E-05,,,,
1.75E-05,1.24E-05,2.48E-05,,,,
1.75E-05,1.24E-05,0.000026084,,,,
1.75E-05,1.24E-05,2.63E-05,,,,
1.34E-05,6.38E-05,2.73E-05,,,,
1.34E-05,6.38E-05,2.77E-05,,,,
1.34E-05,6.38E-05,0.0000277,,,,
1.34E-05,6.38E-05,2.73E-05,,,,
1.06E-05,0.000107623,2.72E-05,,,,
1.06E-05,0.000107623,2.70E-05,,,,
1.06E-05,0.000107623,2.70E-05,,,,
1.06E-05,0.000107623,2.69E-05,,,,
9.23E-06,5.56E-05,2.67E-05,,,,
9.23E-06,5.56E-05,0.000026692,,,,
9.23E-06,5.56E-05,2.70E-05,,,,
9.23E-06,5.56E-05,2.70E-05,,,,
7.53E-06,5.15E-05,2.71E-05,,,,
7.53E-06,5.15E-05,2.81E-05,,,,
7.53E-06,5.15E-05,2.92E-05,,,,
7.53E-06,5.15E-05,2.90E-05,,,,
6.45E-06,4.80E-05,2.81E-05,,,,
6.45E-06,4.80E-05,2.77E-05,,,,
6.45E-06,4.80E-05,0.000027053,,,,
6.45E-06,4.80E-05,2.62E-05,,,,
7.06E-06,4.53E-05,2.63E-05,,,,
7.06E-06,4.53E-05,2.67E-05,,,,
7.06E-06,4.53E-05,2.64E-05,,,,
7.06E-06,4.53E-05,2.57E-05,,,,
6.35E-06,4.87E-05,2.50E-05,,,,
6.35E-06,4.87E-05,2.48E-05,,,,
6.35E-06,4.87E-05,2.46E-05,,,,
6.35E-06,4.87E-05,2.47E-05,,,,
6.16E-06,3.50E-05,2.47E-05,,,,
6.16E-06,3.50E-05,2.46E-05,,,,
6.16E-06,3.50E-05,0.000024821,,,,
6.16E-06,3.50E-05,2.51E-05,,,,
7.06E-06,2.61E-05,2.53E-05,,,,
7.06E-06,2.61E-05,2.57E-05,,,,
7.06E-06,2.61E-05,2.67E-05,,,,
7.06E-06,2.61E-05,0.000027684,,,,
8.01E-06,2.27E-05,0.000029061,,,,
8.01E-06,2.27E-05,3.00E-05,,,,
8.01E-06,2.27E-05,3.09E-05,,,,
8.01E-06,2.27E-05,0.000032163,,,,
9.26E-06,2.82E-05,3.32E-05,,,,
9.26E-06,2.82E-05,3.36E-05,,,,
9.26E-06,2.82E-05,3.39E-05,,,,
9.26E-06,2.82E-05,3.37E-05,,,,
9.57E-06,2.00E-05,3.38E-05,,,,
9.57E-06,2.00E-05,3.35E-05,,,,
9.57E-06,2.00E-05,3.30E-05,,,,
9.57E-06,2.00E-05,3.29E-05,,,,
9.46E-06,4.19E-05,3.22E-05,,,,
9.46E-06,4.19E-05,3.19E-05,,,,
9.46E-06,4.19E-05,3.17E-05,,,,
9.46E-06,4.19E-05,0.000031689,,,,
8.64E-06,2.82E-05,0.000031512,,,,
8.64E-06,2.82E-05,3.10E-05,,,,
8.64E-06,2.82E-05,3.13E-05,,,,
8.64E-06,2.82E-05,0.000033015,,,,
6.82E-06,9.68E-06,3.09E-05,,,,
6.82E-06,9.68E-06,2.99E-05,,,,
6.82E-06,9.68E-06,2.95E-05,,,,
6.82E-06,9.68E-06,2.91E-05,,,,
5.74E-06,1.24E-05,2.73E-05,,,,
5.74E-06,1.24E-05,2.60E-05,,,,
5.74E-06,1.24E-05,2.52E-05,,,,
5.74E-06,1.24E-05,2.39E-05,,,,
5.15E-06,6.25E-06,0.000023959,,,,
5.15E-06,6.25E-06,2.30E-05,,,,
5.15E-06,6.25E-06,0.000022547,,,,
5.15E-06,6.25E-06,2.16E-05,,,,
4.80E-06,2.83E-06,2.06E-05,,,,
4.80E-06,2.83E-06,2.04E-05,,,,
4.80E-06,2.83E-06,2.03E-05,,,,
4.80E-06,2.83E-06,2.00E-05,,,,
4.81E-06,2.14E-06,0.000019818,,,,
4.81E-06,2.14E-06,1.96E-05,,,,
4.81E-06,2.14E-06,1.94E-05,,,,
4.81E-06,2.14E-06,1.92E-05,,,,
4.96E-06,2.14E-06,1.89E-05,,,,
4.96E-06,2.14E-06,1.86E-05,,,,
4.96E-06,2.14E-06,1.81E-05,,,,
4.96E-06,2.14E-06,1.76E-05,,,,
5.91E-06,2.83E-06,1.73E-05,,,,
5.91E-06,2.83E-06,1.69E-05,,,,
5.91E-06,2.83E-06,1.66E-05,,,,
5.91E-06,2.83E-06,1.68E-05,,,,
7.80E-06,4.88E-06,1.70E-05,,,,
7.80E-06,4.88E-06,1.70E-05,,,,
7.80E-06,4.88E-06,1.75E-05,,,,
7.80E-06,4.88E-06,1.77E-05,,,,
1.14E-05,6.94E-06,1.78E-05,,,,
1.14E-05,6.94E-06,1.81E-05,,,,
1.14E-05,6.94E-06,1.89E-05,,,,
1.14E-05,6.94E-06,1.91E-05,,,,
1.60E-05,1.24E-05,1.98E-05,,,,
1.60E-05,1.24E-05,2.10E-05,,,,
1.60E-05,1.24E-05,2.28E-05,,,,
1.60E-05,1.24E-05,2.42E-05,,,,
1.51E-05,6.38E-05,2.65E-05,,,,
1.51E-05,6.38E-05,2.81E-05,,,,
1.51E-05,6.38E-05,2.89E-05,,,,
1.51E-05,6.38E-05,2.92E-05,,,,
1.27E-05,0.000107623,2.96E-05,,,,
1.27E-05,0.000107623,3.01E-05,,,,
1.27E-05,0.000107623,3.03E-05,,,,
1.27E-05,0.000107623,3.05E-05,,,,
1.10E-05,5.56E-05,3.08E-05,,,,
1.10E-05,5.56E-05,3.11E-05,,,,
1.10E-05,5.56E-05,3.15E-05,,,,
1.10E-05,5.56E-05,3.16E-05,,,,
8.74E-06,5.15E-05,3.16E-05,,,,
8.74E-06,5.15E-05,3.26E-05,,,,
8.74E-06,5.15E-05,3.35E-05,,,,
8.74E-06,5.15E-05,0.000033606,,,,
7.54E-06,4.80E-05,3.30E-05,,,,
7.54E-06,4.80E-05,3.29E-05,,,,
7.54E-06,4.80E-05,3.25E-05,,,,
7.54E-06,4.80E-05,3.17E-05,,,,
7.92E-06,4.53E-05,3.17E-05,,,,
7.92E-06,4.53E-05,3.19E-05,,,,
7.92E-06,4.53E-05,3.12E-05,,,,
7.92E-06,4.53E-05,3.06E-05,,,,
7.13E-06,4.87E-05,2.99E-05,,,,
7.13E-06,4.87E-05,2.94E-05,,,,
7.13E-06,4.87E-05,0.000028832,,,,
7.13E-06,4.87E-05,2.89E-05,,,,
6.45E-06,3.50E-05,2.88E-05,,,,
6.45E-06,3.50E-05,2.84E-05,,,,
6.45E-06,3.50E-05,0.000028407,,,,
6.45E-06,3.50E-05,2.83E-05,,,,
6.51E-06,2.61E-05,2.80E-05,,,,
6.51E-06,2.61E-05,2.80E-05,,,,
6.51E-06,2.61E-05,2.85E-05,,,,
6.51E-06,2.61E-05,2.91E-05,,,,
7.04E-06,2.27E-05,3.02E-05,,,,
7.04E-06,2.27E-05,3.10E-05,,,,
7.04E-06,2.27E-05,0.000031902,,,,
7.04E-06,2.27E-05,3.32E-05,,,,
8.12E-06,2.82E-05,3.43E-05,,,,
8.12E-06,2.82E-05,3.46E-05,,,,
8.12E-06,2.82E-05,0.000034693,,,,
8.12E-06,2.82E-05,3.48E-05,,,,
8.55E-06,2.00E-05,3.47E-05,,,,
8.55E-06,2.00E-05,3.41E-05,,,,
8.55E-06,2.00E-05,3.36E-05,,,,
8.55E-06,2.00E-05,3.36E-05,,,,
8.58E-06,4.19E-05,3.28E-05,,,,
8.58E-06,4.19E-05,0.000032416,,,,
8.58E-06,4.19E-05,3.23E-05,,,,
8.58E-06,4.19E-05,3.21E-05,,,,
8.01E-06,2.82E-05,3.16E-05,,,,
8.01E-06,2.82E-05,3.10E-05,,,,
8.01E-06,2.82E-05,3.10E-05,,,,
8.01E-06,2.82E-05,3.27E-05,,,,
6.83E-06,9.68E-06,3.01E-05,,,,
6.83E-06,9.68E-06,2.86E-05,,,,
6.83E-06,9.68E-06,0.000028315,,,,
6.83E-06,9.68E-06,2.80E-05,,,,
5.92E-06,1.24E-05,2.64E-05,,,,
5.92E-06,1.24E-05,2.54E-05,,,,
5.92E-06,1.24E-05,2.51E-05,,,,
5.92E-06,1.24E-05,2.39E-05,,,,
5.29E-06,6.25E-06,2.41E-05,,,,
5.29E-06,6.25E-06,2.31E-05,,,,
5.29E-06,6.25E-06,2.27E-05,,,,
5.29E-06,6.25E-06,2.18E-05,,,,
4.89E-06,2.83E-06,2.08E-05,,,,
4.89E-06,2.83E-06,2.06E-05,,,,
4.89E-06,2.83E-06,2.06E-05,,,,
4.89E-06,2.83E-06,2.03E-05,,,,
4.81E-06,2.14E-06,2.02E-05,,,,
4.81E-06,2.14E-06,1.99E-05,,,,
4.81E-06,2.14E-06,1.97E-05,,,,
4.81E-06,2.14E-06,1.94E-05,,,,
4.96E-06,2.14E-06,1.91E-05,,,,
4.96E-06,2.14E-06,1.88E-05,,,,
4.96E-06,2.14E-06,1.83E-05,,,,
4.96E-06,2.14E-06,1.78E-05,,,,
5.76E-06,2.83E-06,1.73E-05,,,,
5.76E-06,2.83E-06,1.70E-05,,,,
5.76E-06,2.83E-06,1.66E-05,,,,
5.76E-06,2.83E-06,1.67E-05,,,,
7.60E-06,4.88E-06,1.68E-05,,,,
7.60E-06,4.88E-06,1.68E-05,,,,
7.60E-06,4.88E-06,1.72E-05,,,,
7.60E-06,4.88E-06,1.73E-05,,,,
1.06E-05,6.94E-06,1.72E-05,,,,
1.06E-05,6.94E-06,0.000017368,,,,
1.06E-05,6.94E-06,1.80E-05,,,,
1.06E-05,6.94E-06,1.79E-05,,,,
1.43E-05,1.24E-05,1.81E-05,,,,
1.43E-05,1.24E-05,1.90E-05,,,,
1.43E-05,1.24E-05,2.06E-05,,,,
1.43E-05,1.24E-05,2.19E-05,,,,
1.38E-05,6.38E-05,0.000024208,,,,
1.38E-05,6.38E-05,2.60E-05,,,,
1.38E-05,6.38E-05,2.72E-05,,,,
1.38E-05,6.38E-05,2.80E-05,,,,
1.22E-05,0.000107623,2.89E-05,,,,
1.22E-05,0.000107623,2.97E-05,,,,
1.22E-05,0.000107623,3.04E-05,,,,
1.22E-05,0.000107623,0.000031143,,,,
1.09E-05,5.56E-05,3.19E-05,,,,
1.09E-05,5.56E-05,3.27E-05,,,,
1.09E-05,5.56E-05,3.37E-05,,,,
1.09E-05,5.56E-05,3.42E-05,,,,
8.75E-06,5.15E-05,3.48E-05,,,,
8.75E-06,5.15E-05,3.61E-05,,,,
8.75E-06,5.15E-05,0.000037341,,,,
8.75E-06,5.15E-05,3.75E-05,,,,
7.71E-06,4.80E-05,3.68E-05,,,,
7.71E-06,4.80E-05,3.68E-05,,,,
7.71E-06,4.80E-05,3.61E-05,,,,
7.71E-06,4.80E-05,3.47E-05,,,,
7.55E-06,4.53E-05,0.000034324,,,,
7.55E-06,4.53E-05,3.41E-05,,,,
7.55E-06,4.53E-05,3.31E-05,,,,
7.55E-06,4.53E-05,3.21E-05,,,,
6.56E-06,4.87E-05,3.12E-05,,,,
6.56E-06,4.87E-05,3.07E-05,,,,
6.56E-06,4.87E-05,3.01E-05,,,,
6.56E-06,4.87E-05,2.98E-05,,,,
5.84E-06,3.50E-05,2.95E-05,,,,
5.84E-06,3.50E-05,0.000028933,,,,
5.84E-06,3.50E-05,2.87E-05,,,,
5.84E-06,3.50E-05,2.83E-05,,,,
5.73E-06,2.61E-05,2.79E-05,,,,
5.73E-06,2.61E-05,2.77E-05,,,,
5.73E-06,2.61E-05,2.81E-05,,,,
5.73E-06,2.61E-05,2.87E-05,,,,
6.36E-06,2.27E-05,2.97E-05,,,,
6.36E-06,2.27E-05,3.06E-05,,,,
6.36E-06,2.27E-05,3.16E-05,,,,
6.36E-06,2.27E-05,3.28E-05,,,,
7.80E-06,2.82E-05,3.39E-05,,,,
7.80E-06,2.82E-05,3.42E-05,,,,
7.80E-06,2.82E-05,0.00003466,,,,
7.80E-06,2.82E-05,3.50E-05,,,,
8.46E-06,2.00E-05,3.56E-05,,,,
8.46E-06,2.00E-05,3.54E-05,,,,
8.46E-06,2.00E-05,3.52E-05,,,,
8.46E-06,2.00E-05,3.54E-05,,,,
8.53E-06,4.19E-05,3.50E-05,,,,
8.53E-06,4.19E-05,3.48E-05,,,,
8.53E-06,4.19E-05,3.48E-05,,,,
8.53E-06,4.19E-05,0.00003459,,,,
7.83E-06,2.82E-05,3.41E-05,,,,
7.83E-06,2.82E-05,3.36E-05,,,,
7.83E-06,2.82E-05,3.32E-05,,,,
7.83E-06,2.82E-05,3.49E-05,,,,
6.26E-06,9.68E-06,3.18E-05,,,,
6.26E-06,9.68E-06,2.99E-05,,,,
6.26E-06,9.68E-06,2.91E-05,,,,
6.26E-06,9.68E-06,2.81E-05,,,,
5.16E-06,1.24E-05,2.59E-05,,,,
5.16E-06,1.24E-05,2.42E-05,,,,
5.16E-06,1.24E-05,2.34E-05,,,,
5.16E-06,1.24E-05,2.18E-05,,,,
4.73E-06,6.25E-06,2.22E-05,,,,
4.73E-06,6.25E-06,2.11E-05,,,,
4.73E-06,6.25E-06,2.06E-05,,,,
4.73E-06,6.25E-06,1.99E-05,,,,
4.46E-06,2.83E-06,1.89E-05,,,,
4.46E-06,2.83E-06,1.89E-05,,,,
4.46E-06,2.83E-06,1.89E-05,,,,
4.46E-06,2.83E-06,1.89E-05,,,,
4.57E-06,2.14E-06,1.87E-05,,,,
4.57E-06,2.14E-06,1.86E-05,,,,
4.57E-06,2.14E-06,0.000018536,,,,
4.57E-06,2.14E-06,1.84E-05,,,,
4.75E-06,2.14E-06,1.82E-05,,,,
4.75E-06,2.14E-06,0.000018112,,,,
4.75E-06,2.14E-06,1.77E-05,,,,
4.75E-06,2.14E-06,1.73E-05,,,,
5.97E-06,2.83E-06,1.69E-05,,,,
5.97E-06,2.83E-06,1.66E-05,,,,
5.97E-06,2.83E-06,1.65E-05,,,,
5.97E-06,2.83E-06,1.68E-05,,,,
9.07E-06,4.88E-06,1.72E-05,,,,
9.07E-06,4.88E-06,1.73E-05,,,,
9.07E-06,4.88E-06,1.81E-05,,,,
9.07E-06,4.88E-06,1.85E-05,,,,
