ruimteverwarming,sanitair warm water,elektriciteit,,,totaal,bron
3.30E-05,4.53E-05,3.58E-05,,,,
3.30E-05,4.53E-05,3.54E-05,,,,
3.15E-05,4.87E-05,3.46E-05,,,,
3.15E-05,4.87E-05,0.000033789,,,,
3.15E-05,4.87E-05,3.34E-05,,,,
3.15E-05,4.87E-05,3.39E-05,,,,
3.09E-05,3.50E-05,3.39E-05,,,,
3.09E-05,3.50E-05,3.34E-05,,,,
3.09E-05,3.50E-05,3.32E-05,,,,
3.09E-05,3.50E-05,3.32E-05,,,,
3.23E-05,2.61E-05,3.31E-05,,,,
3.23E-05,2.61E-05,3.27E-05,,,,
3.23E-05,2.61E-05,3.32E-05,,,,
3.23E-05,2.61E-05,3.36E-05,,,,
3.55E-05,2.27E-05,3.45E-05,,,,
3.55E-05,2.27E-05,3.52E-05,,,,
3.55E-05,2.27E-05,3.57E-05,,,,
3.55E-05,2.27E-05,3.70E-05,,,,
3.82E-05,2.82E-05,3.83E-05,,,,
3.82E-05,2.82E-05,3.87E-05,,,,
3.82E-05,2.82E-05,3.82E-05,,,,
3.82E-05,2.82E-05,3.75E-05,,,,
3.90E-05,2.00E-05,0.000036965,,,,
3.90E-05,2.00E-05,3.60E-05,,,,
3.90E-05,2.00E-05,3.55E-05,,,,
3.90E-05,2.00E-05,3.54E-05,,,,
3.73E-05,4.19E-05,3.52E-05,,,,
3.73E-05,4.19E-05,3.91E-05,,,,
3.73E-05,4.19E-05,3.96E-05,,,,
3.73E-05,4.19E-05,3.85E-05,,,,
3.32E-05,2.82E-05,3.74E-05,,,,
3.32E-05,2.82E-05,3.62E-05,,,,
3.32E-05,2.82E-05,3.55E-05,,,,
3.32E-05,2.82E-05,3.51E-05,,,,
2.73E-05,9.68E-06,3.27E-05,,,,
2.73E-05,9.68E-06,3.11E-05,,,,
2.73E-05,9.68E-06,3.01E-05,,,,
2.73E-05,9.68E-06,2.91E-05,,,,
2.08E-05,1.24E-05,2.68E-05,,,,
2.08E-05,1.24E-05,2.55E-05,,,,
2.08E-05,1.24E-05,2.50E-05,,,,
2.08E-05,1.24E-05,2.38E-05,,,,
1.69E-05,6.25E-06,2.37E-05,,,,
1.69E-05,6.25E-06,2.21E-05,,,,
1.69E-05,6.25E-06,2.17E-05,,,,
1.69E-05,6.25E-06,2.09E-05,,,,
1.56E-05,2.83E-06,1.99E-05,,,,
1.56E-05,2.83E-06,1.97E-05,,,,
1.56E-05,2.83E-06,1.95E-05,,,,
1.56E-05,2.83E-06,0.000019371,,,,
1.50E-05,2.14E-06,1.89E-05,,,,
1.50E-05,2.14E-06,1.86E-05,,,,
1.50E-05,2.14E-06,1.83E-05,,,,
1.50E-05,2.14E-06,1.79E-05,,,,
1.57E-05,2.14E-06,1.75E-05,,,,
1.57E-05,2.14E-06,1.71E-05,,,,
1.57E-05,2.14E-06,0.000016511,,,,
1.57E-05,2.14E-06,0.000016162,,,,
1.77E-05,2.83E-06,0.000016022,,,,
1.77E-05,2.83E-06,0.000015876,,,,
1.77E-05,2.83E-06,1.59E-05,,,,
1.77E-05,2.83E-06,1.58E-05,,,,
2.24E-05,4.88E-06,1.57E-05,,,,
2.24E-05,4.88E-06,1.55E-05,,,,
2.24E-05,4.88E-06,1.58E-05,,,,
2.24E-05,4.88E-06,1.59E-05,,,,
3.53E-05,6.94E-06,1.65E-05,,,,
3.53E-05,6.94E-06,1.68E-05,,,,
3.53E-05,6.94E-06,1.71E-05,,,,
3.53E-05,6.94E-06,1.73E-05,,,,
4.81E-05,1.24E-05,1.79E-05,,,,
4.81E-05,1.24E-05,0.000018575,,,,
4.81E-05,1.24E-05,0.000020731,,,,
4.81E-05,1.24E-05,2.26E-05,,,,
5.34E-05,6.38E-05,2.61E-05,,,,
5.34E-05,6.38E-05,2.86E-05,,,,
5.34E-05,6.38E-05,3.07E-05,,,,
5.34E-05,6.38E-05,3.19E-05,,,,
4.94E-05,0.000107623,3.35E-05,,,,
4.94E-05,0.000107623,3.48E-05,,,,
4.94E-05,0.000107623,3.57E-05,,,,
4.94E-05,0.000107623,3.62E-05,,,,
4.46E-05,5.56E-05,3.70E-05,,,,
4.46E-05,5.56E-05,3.78E-05,,,,
4.46E-05,5.56E-05,3.85E-05,,,,
4.46E-05,5.56E-05,3.88E-05,,,,
3.99E-05,5.15E-05,4.01E-05,,,,
3.99E-05,5.15E-05,4.17E-05,,,,
3.99E-05,5.15E-05,4.32E-05,,,,
3.99E-05,5.15E-05,4.33E-05,,,,
3.55E-05,4.80E-05,4.28E-05,,,,
3.55E-05,4.80E-05,4.23E-05,,,,
3.55E-05,4.80E-05,4.14E-05,,,,
3.55E-05,4.80E-05,0.000040108,,,,
3.14E-05,4.53E-05,3.91E-05,,,,
3.14E-05,4.53E-05,3.84E-05,,,,
3.14E-05,4.53E-05,3.76E-05,,,,
3.14E-05,4.53E-05,3.68E-05,,,,
2.94E-05,4.87E-05,3.58E-05,,,,
2.94E-05,4.87E-05,3.51E-05,,,,
2.94E-05,4.87E-05,0.000034553,,,,
2.94E-05,4.87E-05,3.47E-05,,,,
2.87E-05,3.50E-05,3.46E-05,,,,
2.87E-05,3.50E-05,3.38E-05,,,,
2.87E-05,3.50E-05,3.34E-05,,,,
2.87E-05,3.50E-05,3.31E-05,,,,
2.96E-05,2.61E-05,3.29E-05,,,,
2.96E-05,2.61E-05,3.23E-05,,,,
2.96E-05,2.61E-05,3.27E-05,,,,
2.96E-05,2.61E-05,0.000033092,,,,
3.31E-05,2.27E-05,3.39E-05,,,,
3.31E-05,2.27E-05,0.0000347,,,,
3.31E-05,2.27E-05,3.53E-05,,,,
3.31E-05,2.27E-05,3.65E-05,,,,
3.73E-05,2.82E-05,3.78E-05,,,,
3.73E-05,2.82E-05,3.83E-05,,,,
3.73E-05,2.82E-05,3.80E-05,,,,
3.73E-05,2.82E-05,3.77E-05,,,,
3.89E-05,2.00E-05,3.78E-05,,,,
3.89E-05,2.00E-05,3.73E-05,,,,
3.89E-05,2.00E-05,3.70E-05,,,,
3.89E-05,2.00E-05,0.000037219,,,,
3.74E-05,4.19E-05,3.74E-05,,,,
3.74E-05,4.19E-05,4.10E-05,,,,
3.74E-05,4.19E-05,4.20E-05,,,,
3.74E-05,4.19E-05,4.09E-05,,,,
3.29E-05,2.82E-05,3.99E-05,,,,
3.29E-05,2.82E-05,3.88E-05,,,,
3.29E-05,2.82E-05,3.78E-05,,,,
3.29E-05,2.82E-05,3.72E-05,,,,
2.54E-05,9.68E-06,3.44E-05,,,,
2.54E-05,9.68E-06,3.24E-05,,,,
2.54E-05,9.68E-06,3.09E-05,,,,
2.54E-05,9.68E-06,2.93E-05,,,,
1.84E-05,1.24E-05,2.62E-05,,,,
1.84E-05,1.24E-05,2.43E-05,,,,
1.84E-05,1.24E-05,2.33E-05,,,,
1.84E-05,1.24E-05,2.16E-05,,,,
1.51E-05,6.25E-06,2.26E-05,,,,
1.51E-05,6.25E-06,2.10E-05,,,,
1.51E-05,6.25E-06,2.06E-05,,,,
1.51E-05,6.25E-06,1.97E-05,,,,
1.42E-05,2.83E-06,1.88E-05,,,,
1.42E-05,2.83E-06,1.88E-05,,,,
1.42E-05,2.83E-06,1.87E-05,,,,
1.42E-05,2.83E-06,1.86E-05,,,,
1.43E-05,2.14E-06,1.81E-05,,,,
1.43E-05,2.14E-06,1.80E-05,,,,
1.43E-05,2.14E-06,0.000017727,,,,
1.43E-05,2.14E-06,1.74E-05,,,,
1.51E-05,2.14E-06,0.000017002,,,,
1.51E-05,2.14E-06,1.66E-05,,,,
1.51E-05,2.14E-06,1.62E-05,,,,
1.51E-05,2.14E-06,1.58E-05,,,,
1.85E-05,2.83E-06,0.000015732,,,,
1.85E-05,2.83E-06,1.56E-05,,,,
1.85E-05,2.83E-06,1.56E-05,,,,
1.85E-05,2.83E-06,1.57E-05,,,,
2.76E-05,4.88E-06,1.57E-05,,,,
2.76E-05,4.88E-06,1.56E-05,,,,
2.76E-05,4.88E-06,1.60E-05,,,,
2.76E-05,4.88E-06,1.62E-05,,,,
4.78E-05,6.94E-06,1.72E-05,,,,
4.78E-05,6.94E-06,1.77E-05,,,,
4.78E-05,6.94E-06,1.82E-05,,,,
4.78E-05,6.94E-06,0.00001862,,,,
5.39E-05,1.24E-05,1.94E-05,,,,
5.39E-05,1.24E-05,2.04E-05,,,,
5.39E-05,1.24E-05,2.23E-05,,,,
5.39E-05,1.24E-05,2.39E-05,,,,
4.72E-05,6.38E-05,2.65E-05,,,,
4.72E-05,6.38E-05,2.83E-05,,,,
4.72E-05,6.38E-05,2.98E-05,,,,
4.72E-05,6.38E-05,3.07E-05,,,,
4.02E-05,0.000107623,3.24E-05,,,,
4.02E-05,0.000107623,0.00003345,,,,
4.02E-05,0.000107623,3.42E-05,,,,
4.02E-05,0.000107623,3.46E-05,,,,
3.58E-05,5.56E-05,3.51E-05,,,,
3.58E-05,5.56E-05,3.58E-05,,,,
3.58E-05,5.56E-05,0.000036324,,,,
3.58E-05,5.56E-05,3.66E-05,,,,
3.27E-05,5.15E-05,3.74E-05,,,,
3.27E-05,5.15E-05,3.89E-05,,,,
3.27E-05,5.15E-05,4.04E-05,,,,
3.27E-05,5.15E-05,4.05E-05,,,,
3.04E-05,4.80E-05,3.97E-05,,,,
3.04E-05,4.80E-05,3.87E-05,,,,
3.04E-05,4.80E-05,3.77E-05,,,,
3.04E-05,4.80E-05,3.65E-05,,,,
2.81E-05,4.53E-05,3.55E-05,,,,
2.81E-05,4.53E-05,3.52E-05,,,,
2.81E-05,4.53E-05,3.46E-05,,,,
2.81E-05,4.53E-05,3.40E-05,,,,
2.70E-05,4.87E-05,3.28E-05,,,,
2.70E-05,4.87E-05,3.22E-05,,,,
2.70E-05,4.87E-05,3.18E-05,,,,
2.70E-05,4.87E-05,3.21E-05,,,,
2.76E-05,3.50E-05,3.20E-05,,,,
2.76E-05,3.50E-05,3.16E-05,,,,
2.76E-05,3.50E-05,0.000031542,,,,
2.76E-05,3.50E-05,3.17E-05,,,,
3.15E-05,2.61E-05,0.000031558,,,,
3.15E-05,2.61E-05,3.14E-05,,,,
3.15E-05,2.61E-05,3.20E-05,,,,
3.15E-05,2.61E-05,3.30E-05,,,,
3.66E-05,2.27E-05,3.41E-05,,,,
3.66E-05,2.27E-05,3.46E-05,,,,
3.66E-05,2.27E-05,3.51E-05,,,,
3.66E-05,2.27E-05,3.65E-05,,,,
4.01E-05,2.82E-05,3.76E-05,,,,
4.01E-05,2.82E-05,3.82E-05,,,,
4.01E-05,2.82E-05,3.82E-05,,,,
4.01E-05,2.82E-05,3.76E-05,,,,
4.15E-05,2.00E-05,3.75E-05,,,,
4.15E-05,2.00E-05,3.65E-05,,,,
4.15E-05,2.00E-05,3.63E-05,,,,
4.15E-05,2.00E-05,3.61E-05,,,,
3.94E-05,4.19E-05,3.55E-05,,,,
3.94E-05,4.19E-05,3.77E-05,,,,
3.94E-05,4.19E-05,3.98E-05,,,,
3.94E-05,4.19E-05,3.96E-05,,,,
3.37E-05,2.82E-05,3.82E-05,,,,
3.37E-05,2.82E-05,3.73E-05,,,,
3.37E-05,2.82E-05,3.64E-05,,,,
3.37E-05,2.82E-05,3.63E-05,,,,
2.52E-05,9.68E-06,3.41E-05,,,,
2.52E-05,9.68E-06,0.000032386,,,,
2.52E-05,9.68E-06,3.12E-05,,,,
2.52E-05,9.68E-06,2.95E-05,,,,
1.83E-05,1.24E-05,2.64E-05,,,,
1.83E-05,1.24E-05,2.47E-05,,,,
1.83E-05,1.24E-05,2.35E-05,,,,
1.83E-05,1.24E-05,2.18E-05,,,,
1.49E-05,6.25E-06,0.000021785,,,,
1.49E-05,6.25E-06,2.01E-05,,,,
1.49E-05,6.25E-06,1.97E-05,,,,
1.49E-05,6.25E-06,1.87E-05,,,,
1.41E-05,2.83E-06,1.78E-05,,,,
1.41E-05,2.83E-06,1.78E-05,,,,
1.41E-05,2.83E-06,1.77E-05,,,,
1.41E-05,2.83E-06,1.77E-05,,,,
1.41E-05,2.14E-06,1.74E-05,,,,
1.41E-05,2.14E-06,1.73E-05,,,,
1.41E-05,2.14E-06,1.71E-05,,,,
1.41E-05,2.14E-06,1.68E-05,,,,
1.50E-05,2.14E-06,1.64E-05,,,,
1.50E-05,2.14E-06,1.63E-05,,,,
1.50E-05,2.14E-06,1.59E-05,,,,
1.50E-05,2.14E-06,1.56E-05,,,,
1.83E-05,2.83E-06,1.56E-05,,,,
1.83E-05,2.83E-06,1.56E-05,,,,
1.83E-05,2.83E-06,0.000015793,,,,
1.83E-05,2.83E-06,1.60E-05,,,,
2.75E-05,4.88E-06,1.63E-05,,,,
2.75E-05,4.88E-06,1.64E-05,,,,
2.75E-05,4.88E-06,0.000017234,,,,
2.75E-05,4.88E-06,1.78E-05,,,,
4.70E-05,6.94E-06,0.000019627,,,,
4.70E-05,6.94E-06,2.10E-05,,,,
4.70E-05,6.94E-06,0.000022799,,,,
4.70E-05,6.94E-06,2.44E-05,,,,
5.31E-05,1.24E-05,2.57E-05,,,,
5.31E-05,1.24E-05,2.70E-05,,,,
5.31E-05,1.24E-05,2.85E-05,,,,
5.31E-05,1.24E-05,2.90E-05,,,,
4.64E-05,6.38E-05,3.03E-05,,,,
4.64E-05,6.38E-05,3.06E-05,,,,
4.64E-05,6.38E-05,3.05E-05,,,,
4.64E-05,6.38E-05,2.99E-05,,,,
3.94E-05,0.000107623,2.99E-05,,,,
3.94E-05,0.000107623,3.01E-05,,,,
3.94E-05,0.000107623,2.98E-05,,,,
3.94E-05,0.000107623,0.00002924,,,,
3.51E-05,5.56E-05,2.92E-05,,,,
3.51E-05,5.56E-05,2.92E-05,,,,
3.51E-05,5.56E-05,2.93E-05,,,,
3.51E-05,5.56E-05,2.90E-05,,,,
3.20E-05,5.15E-05,2.98E-05,,,,
3.20E-05,5.15E-05,3.11E-05,,,,
3.20E-05,5.15E-05,3.22E-05,,,,
3.20E-05,5.15E-05,3.17E-05,,,,
2.97E-05,4.80E-05,3.05E-05,,,,
2.97E-05,4.80E-05,2.95E-05,,,,
2.97E-05,4.80E-05,2.88E-05,,,,
2.97E-05,4.80E-05,2.79E-05,,,,
2.74E-05,4.53E-05,2.72E-05,,,,
2.74E-05,4.53E-05,2.70E-05,,,,
2.74E-05,4.53E-05,2.68E-05,,,,
2.74E-05,4.53E-05,2.66E-05,,,,
2.63E-05,4.87E-05,2.59E-05,,,,
2.63E-05,4.87E-05,2.56E-05,,,,
2.63E-05,4.87E-05,2.56E-05,,,,
2.63E-05,4.87E-05,0.000026212,,,,
2.69E-05,3.50E-05,2.65E-05,,,,
2.69E-05,3.50E-05,2.62E-05,,,,
2.69E-05,3.50E-05,2.65E-05,,,,
2.69E-05,3.50E-05,2.70E-05,,,,
3.07E-05,2.61E-05,2.77E-05,,,,
3.07E-05,2.61E-05,2.80E-05,,,,
3.07E-05,2.61E-05,2.94E-05,,,,
3.07E-05,2.61E-05,3.09E-05,,,,
3.57E-05,2.27E-05,3.26E-05,,,,
3.57E-05,2.27E-05,0.00003391,,,,
3.57E-05,2.27E-05,3.49E-05,,,,
3.57E-05,2.27E-05,3.63E-05,,,,
3.92E-05,2.82E-05,3.76E-05,,,,
3.92E-05,2.82E-05,3.83E-05,,,,
3.92E-05,2.82E-05,3.84E-05,,,,
3.92E-05,2.82E-05,3.79E-05,,,,
4.07E-05,2.00E-05,3.77E-05,,,,
4.07E-05,2.00E-05,3.70E-05,,,,
4.07E-05,2.00E-05,3.65E-05,,,,
4.07E-05,2.00E-05,3.65E-05,,,,
3.86E-05,4.19E-05,3.61E-05,,,,
3.86E-05,4.19E-05,3.79E-05,,,,
3.86E-05,4.19E-05,4.02E-05,,,,
3.86E-05,4.19E-05,3.94E-05,,,,
3.31E-05,2.82E-05,3.86E-05,,,,
3.31E-05,2.82E-05,3.75E-05,,,,
3.31E-05,2.82E-05,3.67E-05,,,,
3.31E-05,2.82E-05,3.64E-05,,,,
2.48E-05,9.68E-06,3.44E-05,,,,
2.48E-05,9.68E-06,3.29E-05,,,,
2.48E-05,9.68E-06,3.16E-05,,,,
2.48E-05,9.68E-06,0.00003006,,,,
1.80E-05,1.24E-05,2.72E-05,,,,
1.80E-05,1.24E-05,2.53E-05,,,,
1.80E-05,1.24E-05,2.39E-05,,,,
1.80E-05,1.24E-05,2.22E-05,,,,
1.46E-05,6.25E-06,2.19E-05,,,,
1.46E-05,6.25E-06,2.03E-05,,,,
1.46E-05,6.25E-06,1.98E-05,,,,
1.46E-05,6.25E-06,1.89E-05,,,,
1.38E-05,2.83E-06,1.79E-05,,,,
1.38E-05,2.83E-06,1.78E-05,,,,
1.38E-05,2.83E-06,1.78E-05,,,,
1.38E-05,2.83E-06,1.79E-05,,,,
1.39E-05,2.14E-06,1.75E-05,,,,
1.39E-05,2.14E-06,1.73E-05,,,,
1.39E-05,2.14E-06,1.72E-05,,,,
1.39E-05,2.14E-06,1.69E-05,,,,
1.47E-05,2.14E-06,1.65E-05,,,,
1.47E-05,2.14E-06,1.63E-05,,,,
1.47E-05,2.14E-06,1.59E-05,,,,
1.47E-05,2.14E-06,1.56E-05,,,,
1.80E-05,2.83E-06,1.57E-05,,,,
1.80E-05,2.83E-06,1.56E-05,,,,
1.80E-05,2.83E-06,1.58E-05,,,,
1.80E-05,2.83E-06,1.60E-05,,,,
2.71E-05,4.88E-06,1.63E-05,,,,
2.71E-05,4.88E-06,1.64E-05,,,,
2.71E-05,4.88E-06,1.72E-05,,,,
2.71E-05,4.88E-06,1.79E-05,,,,
4.63E-05,6.94E-06,1.96E-05,,,,
4.63E-05,6.94E-06,2.09E-05,,,,
4.63E-05,6.94E-06,2.27E-05,,,,
4.63E-05,6.94E-06,2.43E-05,,,,
5.23E-05,1.24E-05,0.00002558,,,,
5.23E-05,1.24E-05,2.69E-05,,,,
5.23E-05,1.24E-05,2.85E-05,,,,
5.23E-05,1.24E-05,2.90E-05,,,,
4.56E-05,6.38E-05,3.04E-05,,,,
4.56E-05,6.38E-05,3.08E-05,,,,
4.56E-05,6.38E-05,3.09E-05,,,,
4.56E-05,6.38E-05,3.03E-05,,,,
3.86E-05,0.000107623,3.03E-05,,,,
3.86E-05,0.000107623,0.00003029,,,,
3.86E-05,0.000107623,2.99E-05,,,,
3.86E-05,0.000107623,2.94E-05,,,,
3.44E-05,5.56E-05,2.94E-05,,,,
3.44E-05,5.56E-05,2.95E-05,,,,
3.44E-05,5.56E-05,2.96E-05,,,,
3.44E-05,5.56E-05,2.94E-05,,,,
3.13E-05,5.15E-05,3.03E-05,,,,
3.13E-05,5.15E-05,3.15E-05,,,,
3.13E-05,5.15E-05,3.27E-05,,,,
3.13E-05,5.15E-05,3.25E-05,,,,
2.90E-05,4.80E-05,3.18E-05,,,,
2.90E-05,4.80E-05,3.11E-05,,,,
2.90E-05,4.80E-05,3.04E-05,,,,
2.90E-05,4.80E-05,2.94E-05,,,,
2.67E-05,4.53E-05,2.87E-05,,,,
2.67E-05,4.53E-05,2.85E-05,,,,
2.67E-05,4.53E-05,2.82E-05,,,,
2.67E-05,4.53E-05,0.000027938,,,,
2.56E-05,4.87E-05,2.72E-05,,,,
2.56E-05,4.87E-05,2.68E-05,,,,
2.56E-05,4.87E-05,2.67E-05,,,,
2.56E-05,4.87E-05,2.74E-05,,,,
2.62E-05,3.50E-05,0.000027783,,,,
2.62E-05,3.50E-05,2.75E-05,,,,
2.62E-05,3.50E-05,2.76E-05,,,,
2.62E-05,3.50E-05,2.79E-05,,,,
3.00E-05,2.61E-05,0.000028335,,,,
3.00E-05,2.61E-05,2.86E-05,,,,
3.00E-05,2.61E-05,2.97E-05,,,,
3.00E-05,2.61E-05,0.000031097,,,,
3.49E-05,2.27E-05,3.26E-05,,,,
3.49E-05,2.27E-05,3.36E-05,,,,
3.49E-05,2.27E-05,3.45E-05,,,,
3.49E-05,2.27E-05,3.58E-05,,,,
3.84E-05,2.82E-05,3.72E-05,,,,
3.84E-05,2.82E-05,3.80E-05,,,,
3.84E-05,2.82E-05,3.78E-05,,,,
3.84E-05,2.82E-05,3.73E-05,,,,
3.99E-05,2.00E-05,3.72E-05,,,,
3.99E-05,2.00E-05,3.66E-05,,,,
3.99E-05,2.00E-05,3.60E-05,,,,
3.99E-05,2.00E-05,3.62E-05,,,,
3.79E-05,4.19E-05,3.59E-05,,,,
3.79E-05,4.19E-05,3.74E-05,,,,
3.79E-05,4.19E-05,0.000040028,,,,
3.79E-05,4.19E-05,3.95E-05,,,,
3.24E-05,2.82E-05,3.89E-05,,,,
3.24E-05,2.82E-05,3.79E-05,,,,
3.24E-05,2.82E-05,3.70E-05,,,,
3.24E-05,2.82E-05,3.66E-05,,,,
2.43E-05,9.68E-06,3.46E-05,,,,
2.43E-05,9.68E-06,3.31E-05,,,,
2.43E-05,9.68E-06,3.17E-05,,,,
2.43E-05,9.68E-06,3.02E-05,,,,
1.77E-05,1.24E-05,2.74E-05,,,,
1.77E-05,1.24E-05,2.55E-05,,,,
1.77E-05,1.24E-05,2.41E-05,,,,
1.77E-05,1.24E-05,0.000022469,,,,
1.44E-05,6.25E-06,0.000022161,,,,
1.44E-05,6.25E-06,2.05E-05,,,,
1.44E-05,6.25E-06,2.00E-05,,,,
1.44E-05,6.25E-06,1.91E-05,,,,
1.36E-05,2.83E-06,1.81E-05,,,,
1.36E-05,2.83E-06,1.80E-05,,,,
1.36E-05,2.83E-06,1.79E-05,,,,
1.36E-05,2.83E-06,1.80E-05,,,,
1.36E-05,2.14E-06,1.77E-05,,,,
1.36E-05,2.14E-06,1.74E-05,,,,
1.36E-05,2.14E-06,1.73E-05,,,,
1.36E-05,2.14E-06,1.70E-05,,,,
1.45E-05,2.14E-06,1.67E-05,,,,
1.45E-05,2.14E-06,1.65E-05,,,,
1.45E-05,2.14E-06,1.60E-05,,,,
1.45E-05,2.14E-06,1.58E-05,,,,
1.76E-05,2.83E-06,1.58E-05,,,,
1.76E-05,2.83E-06,1.57E-05,,,,
1.76E-05,2.83E-06,1.59E-05,,,,
1.76E-05,2.83E-06,1.61E-05,,,,
2.66E-05,4.88E-06,1.64E-05,,,,
2.66E-05,4.88E-06,1.65E-05,,,,
2.66E-05,4.88E-06,1.74E-05,,,,
2.66E-05,4.88E-06,1.81E-05,,,,
4.56E-05,6.94E-06,1.98E-05,,,,
4.56E-05,6.94E-06,0.000021023,,,,
4.56E-05,6.94E-06,2.29E-05,,,,
4.56E-05,6.94E-06,2.45E-05,,,,
5.15E-05,1.24E-05,2.58E-05,,,,
5.15E-05,1.24E-05,2.72E-05,,,,
5.15E-05,1.24E-05,2.86E-05,,,,
5.15E-05,1.24E-05,2.91E-05,,,,
4.48E-05,6.38E-05,3.03E-05,,,,
4.48E-05,6.38E-05,3.06E-05,,,,
4.48E-05,6.38E-05,3.04E-05,,,,
4.48E-05,6.38E-05,2.98E-05,,,,
3.79E-05,0.000107623,2.97E-05,,,,
3.79E-05,0.000107623,2.96E-05,,,,
3.79E-05,0.000107623,2.92E-05,,,,
3.79E-05,0.000107623,2.86E-05,,,,
3.37E-05,5.56E-05,2.85E-05,,,,
3.37E-05,5.56E-05,2.86E-05,,,,
3.37E-05,5.56E-05,2.86E-05,,,,
3.37E-05,5.56E-05,0.000028464,,,,
3.07E-05,5.15E-05,2.93E-05,,,,
3.07E-05,5.15E-05,3.04E-05,,,,
3.07E-05,5.15E-05,3.15E-05,,,,
3.07E-05,5.15E-05,3.11E-05,,,,
2.83E-05,4.80E-05,3.02E-05,,,,
2.83E-05,4.80E-05,2.92E-05,,,,
2.83E-05,4.80E-05,2.85E-05,,,,
2.83E-05,4.80E-05,2.76E-05,,,,
2.61E-05,4.53E-05,2.71E-05,,,,
2.61E-05,4.53E-05,2.69E-05,,,,
2.61E-05,4.53E-05,2.66E-05,,,,
2.61E-05,4.53E-05,2.64E-05,,,,
2.50E-05,4.87E-05,2.57E-05,,,,
2.50E-05,4.87E-05,2.53E-05,,,,
2.50E-05,4.87E-05,2.51E-05,,,,
2.50E-05,4.87E-05,2.57E-05,,,,
2.55E-05,3.50E-05,2.61E-05,,,,
2.55E-05,3.50E-05,2.58E-05,,,,
2.55E-05,3.50E-05,2.61E-05,,,,
2.55E-05,3.50E-05,2.64E-05,,,,
2.92E-05,2.61E-05,0.000027075,,,,
2.92E-05,2.61E-05,2.75E-05,,,,
2.92E-05,2.61E-05,0.000028697,,,,
2.92E-05,2.61E-05,3.02E-05,,,,
3.41E-05,2.27E-05,3.17E-05,,,,
3.41E-05,2.27E-05,3.28E-05,,,,
3.41E-05,2.27E-05,3.38E-05,,,,
3.41E-05,2.27E-05,3.50E-05,,,,
3.76E-05,2.82E-05,3.64E-05,,,,
3.76E-05,2.82E-05,3.71E-05,,,,
3.76E-05,2.82E-05,3.71E-05,,,,
3.76E-05,2.82E-05,3.65E-05,,,,
3.91E-05,2.00E-05,0.000036397,,,,
3.91E-05,2.00E-05,3.58E-05,,,,
3.91E-05,2.00E-05,3.54E-05,,,,
3.91E-05,2.00E-05,3.55E-05,,,,
3.72E-05,4.19E-05,3.52E-05,,,,
3.72E-05,4.19E-05,3.62E-05,,,,
3.72E-05,4.19E-05,3.95E-05,,,,
3.72E-05,4.19E-05,0.00003876,,,,
3.18E-05,2.82E-05,3.82E-05,,,,
3.18E-05,2.82E-05,0.000037076,,,,
3.18E-05,2.82E-05,3.62E-05,,,,
3.18E-05,2.82E-05,3.59E-05,,,,
2.38E-05,9.68E-06,3.40E-05,,,,
2.38E-05,9.68E-06,3.26E-05,,,,
2.38E-05,9.68E-06,0.000031438,,,,
2.38E-05,9.68E-06,0.000030076,,,,
1.73E-05,1.24E-05,2.74E-05,,,,
1.73E-05,1.24E-05,2.55E-05,,,,
1.73E-05,1.24E-05,2.41E-05,,,,
1.73E-05,1.24E-05,2.25E-05,,,,
1.41E-05,6.25E-06,2.22E-05,,,,
1.41E-05,6.25E-06,0.000020565,,,,
1.41E-05,6.25E-06,0.000020058,,,,
1.41E-05,6.25E-06,1.92E-05,,,,
1.33E-05,2.83E-06,1.82E-05,,,,
1.33E-05,2.83E-06,1.81E-05,,,,
1.33E-05,2.83E-06,1.80E-05,,,,
1.33E-05,2.83E-06,1.81E-05,,,,
1.34E-05,2.14E-06,1.77E-05,,,,
1.34E-05,2.14E-06,1.75E-05,,,,
1.34E-05,2.14E-06,1.74E-05,,,,
1.34E-05,2.14E-06,1.70E-05,,,,
1.42E-05,2.14E-06,1.67E-05,,,,
1.42E-05,2.14E-06,1.65E-05,,,,
1.42E-05,2.14E-06,1.61E-05,,,,
1.42E-05,2.14E-06,1.58E-05,,,,
1.73E-05,2.83E-06,1.58E-05,,,,
1.73E-05,2.83E-06,1.58E-05,,,,
1.73E-05,2.83E-06,1.60E-05,,,,
1.73E-05,2.83E-06,1.61E-05,,,,
2.62E-05,4.88E-06,1.65E-05,,,,
2.62E-05,4.88E-06,0.000016596,,,,
2.62E-05,4.88E-06,1.73E-05,,,,
2.62E-05,4.88E-06,1.79E-05,,,,
4.49E-05,6.94E-06,0.000019597,,,,
4.49E-05,6.94E-06,2.09E-05,,,,
4.49E-05,6.94E-06,2.27E-05,,,,
4.49E-05,6.94E-06,2.42E-05,,,,
5.07E-05,1.24E-05,2.54E-05,,,,
5.07E-05,1.24E-05,2.69E-05,,,,
5.07E-05,1.24E-05,2.86E-05,,,,
5.07E-05,1.24E-05,2.91E-05,,,,
4.45E-05,6.38E-05,3.04E-05,,,,
4.45E-05,6.38E-05,3.07E-05,,,,
4.45E-05,6.38E-05,0.000030813,,,,
4.45E-05,6.38E-05,3.03E-05,,,,
3.76E-05,0.000107623,3.03E-05,,,,
3.76E-05,0.000107623,0.000030223,,,,
3.76E-05,0.000107623,3.00E-05,,,,
